lesson,content
473,"Přes kopec vedly tři stezky, po nich chodívali výletníci k řece. Ředitel závodu řídil provoz přísně, ale spravedlivě. V říjnu se před budovou konala slavnost, hovořil tam předseda místního výboru o přípravách na nový rok."
474,"Přítel Jiří přinesl tři knihy, chtěl si je přes víkend prostudovat. Hovořili o příběhu řemeslníka, který vyráběl krásná díla. Před třídou stál nový správce, dorazil se představit v pondělí hned od rána."
475,"Jakmile opraváři vyrovnali hřídel, motor se mohl opět rozběhnout. Tyto výsledky práce nás přece nepřekvapily, jak správně řekl přítel Jiří Jeřicha. Cítí se daleko zdravěji od chvíle, kdy přestal kouřit."
476,"Ředitel přistoupil k pultu, aby přednesl zprávu o stavu výroby. Tři kamarádi hovořili o příběhu, co se odehrál před lety v říjnu. Přes řeku vedl starý dřevěný most, přestavěný minulý rok řemeslníky z Kolína."
477,"Dobře jsme věděli, jak se to dá pěkně vyřídit. Výstavka byla otevřena přes dva týdny, ale lidí, kteří sem přicházeli, přibývalo den ze dne. Nepochybně to bylo výsledkem přípravy, kterou řídil třetí předseda."
478,"Přítel Ondřej hovořil o několika knihách, co prostudoval přes prázdniny. Ředitel přikázal, aby řádně přestavěli celou halu před říjnem. Před stavbou se konala přehlídka, představili tam výrobky z místního závodu."
479,"Přes kopec vedly tři stezky, po nich chodívali řemeslníci do města. Hovořili o přípravách na říjnovou výstavu, ta se měla konat v sále. Tři příběhy z historie kraje překvapily i předsedu místního výboru na poradě."
480,"Byl by hřích, kdyby ty tři břízy nyní chtěl někdo kácet. Pořad se jí nelíbil, ale setrvala ukázněně s celou třídou i po hlavní přestávce. Do ředitelny přizval i písařku, aby hned přepsala překlad smlouvy."
481,"Kamarádi z Kolína hovořili o několika příbězích, prostudovali je přes prázdniny. Ředitel řídil celý provoz přísně, ale choval se spravedlivě ke svým lidem. Před říjnem přestavěli starý most přes řeku v obci."
482,"Pokud bude výstavní sál kolaudován, má se v něm za týden otevírat umělecká výstava skla, keramiky a plastiky ve stavebnictví. Stále tápali za svitu Měsíce, svítání mělo nastat teprve za dvě hodiny."
483,"Přítel Jiří přinesl tři řezaná díla, přidal je k dárku pro ředitelku závodu. V říjnu hovořili o přípravách na přestavbu kulturní budovy v centru. Před třídou přednesl předseda zprávu, ta překvapila celou posádku."
484,"Přes celý rok pracovali na přestavbě dílny, aby stihli říjnový termín. Ředitel hovořil o několika nových příbězích v místním zpravodaji. Tři kamarádi dorazili před budovu, tam na ně volal přítel Ondřej a vítal je."
485,"Námět to byl výborný, ale realizace prý za ním výrazně pokulhávala. Představovali si, jak dobře posnídají, pokud bude nahoře ve středisku otevřeno. Svět se snad nezboří, jestli přijdou o tři minuty později."
486,"Ředitel přistoupil k pultu a řekl, aby přestali hovořit na poradě. Přes tři dny trvalo, a řemeslníci přestavěli celou střechu na budově. Přítel Jiří hovořil o výletu v říjnu, co se konal u řeky v Kolíně."
487,"Nepřítel byl v materiální přesile, ale tři chrabří bojovníci z elitní jednotky mu jeho záměr rázně překazili. Paní Zámecká hovořila před týdnem se zástupci sousedního domu, ale výsledek se prý rovnal nule."
488,"Předseda hovořil před celou třídou o příbězích, co prostudoval přes víkend. Ředitel řídil přestavbu přísně, aby stihli říjnový termín. Tři kamarádi dorazili k řece, tam na ně volal přítel s novým dřevěným plavidlem."
489,"Taky kopřivy mu mezi řeřichami vyrostly. Příběh, jaký dříve nesměl být zveřejněn, přetiskl říjnový Zpravodaj. Představení mělo veliký ohlas u kritiky, ale publiku zřejmě nic neříkalo. Tady pořád padá sníh."
490,"Přítel Ondřej prostudoval tři příběhy o řemeslníkovi z Kolína, co vyráběl krásná díla. Ředitel přikázal, aby řádně přestavěli dílnu před říjnem. Přes kopec vedly tři stezky, kudy chodívali řemeslníci na trh do města."
491,"Vyřadili celou řadu knih a neuvědomovali si přitom, jak je třeba za rok budou potřebovat. Tento výsledek je ale velmi nepřesný. V září uspořádají závody, na kterých se má představit domácí atletická elita."
492,"Hovořili o příbězích, co překvapily i ředitele místního závodu. Přes prázdniny přestavěli celou starou budovu, střechu opravili řemeslníci z Kolína. Přítel Jiří přinesl tři knihy, prostudoval je přes víkend a vrátil."
493,"Příspěvek pro nedělní přílohu bylo třeba zkrátit o třicet řádek. Nařídil jim, aby nastoupili do zaměstnání. Voda vařila, ale maso nechtělo pořádně změknout. Musí se dokonale soustředit, jinak by soupeře bodově nepředstihl."
494,"Ředitel hovořil před třídou o přípravách na říjnovou přehlídku výroby. Tři příběhy z historie kraje překvapily i předsedu výboru. Přes řeku vedl nový most, přestavěný řemeslníky z Kolína, pomáhal obci celý rok."
495,"Stále sice postupovali kupředu, ale nohy je pomalu přestávaly poslouchat. Rozhodně s ním odmítá hovořit, i kdyby se jí prý veřejně omluvil. Plameny se rychle přenesly do podkroví, snad za třicet vteřin hořela i střecha."
496,"Přítel Jiří a Ondřej hovořili o několika příbězích, prostudovali je v říjnu. Ředitel přísně řídil práci, aby přestavěli celou halu a stihli říjnový termín. Přes kopec vedly tři stezky k řece pod starým hradem."
497,"Známe překladatele, který plynně hovoří rusky, německy, italsky a řecky. Předlohu zákona prý schválili v září, zřejmě minulou středu. Vyřídila jste to výborně. Hospodaření podniku přineslo řediteli významná uznání."
498,"Přes celý říjnový den hovořili o příbězích z historie kraje na poradě. Ředitel přikázal, aby řemeslníci přestavěli střechu před zimou. Přítel Ondřej přinesl tři knihy, prostudoval je a předal do knihovny v centru města."
499,"Vyzařoval z ní optimismus, měla za sebou právě obě přijímací řízení. Bára trochu pookřála, ale pořád nebyla zdravotně v pořádku. V křoví spatřili drobná zvířátka, která se tam schovávala před dravými ptáky."
500,"Hovořili o příběhu ředitele, co řídil tři závody přes třicet let. Přes řeku vedl starý dřevěný most, přestavěný v říjnu řemeslníky. Přítel Jiří prostudoval tři knihy a překvapil tím celou třídu na poradě."
501,"Nové výrobní metody přinesly podniku velké hospodářské výsledky. Je třeba přikládat velký význam poměrně vysokým ztrátám ve strojírenské výrobě. Na louce kvetly krásné kopretiny, kolem nich poletovaly pestré motýly."
502,"Mezilidské vztahy bylo hlavní téma při říjnovém semináři Lidové akademie v Prunéřově. I letos bylo krásné léto, o dovolené jsme měli nádherné dny. V té nově otevřené mlékárně měli denně dobrý výběr mlékárenských novinek."
503,"Přátelé z Brna přijeli na krátký pobyt, přivezli nám pěkné knihy o historii Moravy. Spolupracovnice Hana se stará o přípravu zasedání správní rady. Vedení podniku rozhodlo o přestavbě celé ubytovny pro nové zaměstnance."
504,"Terén byl velmi nerovný, turisté spatřili i dosti příkré skály. Jaroslav si koupil pěkné nové hodinky, ale za necelý měsíc s nimi musel k hodináři. Zpěváci z naší nové pěvecké skupiny zazpívali dvě staré indiánské písně."
505,"V novém roce se konaly výklady o moderní literární tvorbě. Představitelé obou stran jednali v pondělí o smíru, ale nebylo snadné se dohodnout. Krásné nové stromky v celém parku pěkně prospívaly a líbily se obyvatelstvu."
506,"Podnikové vedení projednávalo v malé zasedací síni v pondělí také zprávu o hospodaření závodu v minulém roce. Hospodářské závěry byly příznivé, je třeba však nyní velkou pozornost věnovat poměrně vysoké rozestavěnosti."
507,"Lékárna na rohu hlavní ulice nabízela dobré léky za rozumné ceny. Toto město potřebuje nové komunikace, pěkné parky a hlavně dostatek kulturních akcí. Připravili jsme nový stavební záměr, realizace se brzy rozběhne."
508,"Přijeli k nám i staří přátelé z Vraného, aby nám pomohli s výsadbou vinné révy. Na té projektové akci je podstatné pořadí, v jakém budou realizovány jednotlivé etapy stavby. Vyprávěl malé Jiřině pohádku o hloupém Honzovi."
509,"Nový závod pro strojírenskou výrobu otevřeli minulý týden. V městském muzeu připravili výstavu o historii celého kraje, o kterou byl nemalý zájem. Celé odpoledne bylo nevlídné a stěhovací práce se musely odsunout."
510,"Ve vaření zeleninové polévky se kuchařce Věře Novákové nikdo nevyrovnal. Pořadatelé byli nuceni dva neukázněné pány vyvést ze sálu. Délkou skříně vynásobím hloubku a získáme plochu, potřebnou pro její umístění v pokoji."
511,"Právní předpisy je třeba respektovat, proto jsou nutné pravidelné konzultace s odborníky. Na celém pracovním místě bylo stále dost starostí, ale kolektiv se s nimi vyrovnával. Nové smlouvy podepsali v pondělí ráno."
512,"Nevím přesně, jak ji jmenovali, ale bylo to takové dlouhé neobvyklé jméno. Oba moravské podniky uzavřely uprostřed září zajímavé smlouvy s Rakouskem. Takové téma mu jako novináři prostě nesedělo. Celé léto prý procestovali."
513,"Připravovali nové materiály pro studenty na přírodovědeckém oddělení. V tomto období je velice potřebné rozhodovat se správně, i malé chyby mohou být osudové. Přesto nálada v celém městě na konci roku byla velmi dobrá."
514,"V malé kavárně potkal v létě známého pána, s kterým se neviděl od vojny. Lékař předepsal nemocnému nové léky. Cíle, které si závod v hospodářském rozvoji před sebe klade, jsou nemalé, ale zdají se být snad splnitelné."
515,"Není divu, je tomuto tématu věnována celá řada výkladových hodin na vysokém stupni. Celé oddělení vedla nová přísná vedoucí, se kterou nebylo snadné spolupracovat. Vedení podniku kladlo hlavní nároky na jakost celé výroby."
516,"Na valné hromadě volili nového předsedu. V levém koutě dílny se hromadily vyřazené náhradní díly, které se budou transportovat do Sběrných surovin. Ten svérázný pán, po kterém se ptali, sedí právě v malém sále na poradě."
517,"Celý záměr předali nové odborné komisi k posouzení. Přátelské setkání proběhlo v příjemné náladě, bylo krásné se opět vidět. Na poradě se hovořilo i o novém rozpisu investic a oprav v areálu závodu. Bylo to přínosné."
518,"Kolem celé události se nadělalo mnoho povyku, ale v podstatě jde jenom o nevýznamné opomenutí. V takovém terénu jste to pravděpodobně moc snadné neměl. Minulý týden bylo místní kino přeplněné, hráli Velké manévry."
519,"Vedení závodu rozhodlo o novém vybavení celé výrobní linky. Pracovníci kontrolního oddělení přezkoumali kompletní dodávky za minulý měsíc. Na konci roku přinesla dlouholetá snaha výborné výsledky a uznání od veřejnosti."
520,"Na stole prý měla dvě velké hromádky nevyřízené korespondence. Na paní Lérovou není rozumné nějak stoprocentně spoléhat. Máme velké, ale také pořádně svéhlavé dítě. Tabulky spotřeby materiálu byly velmi přehledné."
521,"Na poradě se rozhodlo o přidělení nových bytových jednotek pro zaměstnance. V městském kulturním středisku bylo hezké představení, diváci byli spokojeni. Koncem roku se bude konat zasedání o novém právním předpise."
522,"V létě si zařizovali malé venkovské sídlo, u kterého měli také kousek zahrádky. Pochvalovali si, jaké klidné stáří jim děti připravily. V té prodejně Uměleckých řemesel nabízeli pěkné, bohatě vyřezávané kolébky."
523,"Správní rada projednávala plán na následné období, museli obstarat prostředky na nový rozvoj. Okolní kopce a lesy nabízely skvělé cesty pro turisty. Hezké letní dny pomalu míjely, ale nálada byla stále příjemná."
524,"Ve středu k nám přijeli přátelé z Hradce Králové, ale byli tu jen krátce. Bětka přijala zaměstnání v jedné velké brněnské lékárně. Nemalé problémy nám odpadnou, jakmile zavedeme nový pořádek ve druhé výstupní kontrole."
525,"Před domem stály krásné lípy, které kvetly v období jara. Hospodářské výsledky za poslední období potvrdily, jak nové metody řízení opravdu pomáhaly. V celé republice se na podzim konaly volby do městských zastupitelstev."
526,"Mnohé liberecké podniky uzavřely koncem září výhodné smlouvy s cizinou. Bude-li v neděli hezky, zajedeme se podívat k sestřenici Petře do Hradce Králové. Postoupí-li Věra Nová mezi posledních osm, má naději na výhru."
527,"Celý den probíhaly na radnici porady o novém plánu. Podle hrubého odhadu se zásoby materiálu na stavbě brzy spotřebují, proto je nutné jednat. Jakmile se oteplí, práce na nové přístavbě se opět rozběhnou."
528,"V řeckořímském zápase vyhrál napřed městské přebory, potom se dokonce stal vítězem přeboru krajského a asi za měsíc - bude-li to ale schopen zvládnout termínově - by měl odletět na mistrovství republiky do Prahy."
529,"Hezké letní dny pomalu míjely, ale v celém kraji byla nálada velmi dobrá. Celá tato zpráva o provozu musí být předána novému vedení závodu do konce měsíce. Po délce tratě se táhly lánové pruhy polí a luk."
530,"Je-li Jan ve skocích opravdu tak slabý, nemá v pětiboji naději na umístění mezi předními. V prosinci přijel do Bratislavy na tři zápasy kanadsko-americký hokejový výběr. Objednává tři propan-butanové láhve."
531,"Přejeme-li si opravdu pokrok, musíme se na to lépe připravit. Technicko-ekonomické hodnocení celé stavby proběhlo v pondělí na poradě. Je-li třeba objednat nový materiál, prosíme o zaslání objednávky co nejdříve."
532,V Moskvě probíhalo desáté kolo rusko-amerických jednání o zákazu nukleárních zbraní. Z nástěnky se na nás usmívá letec-kosmonaut Titov. Soupeř dnes k zápasu nastoupil v hnědo-bílých dresech.
533,"Dohodneme-li se na termínu dodávek, uzavřeme smlouvu. Opravíme-li to do konce roku, vyhneme se novým penále. Rakousko-uherské dědictví je stále patrné v architektuře mnoha staveb. Přípravné práce na hale stále probíhaly."
534,"Podpoříme-li snahu vedení podniku o naplnění plánu před termínem, jistě to i pro nás bude znamenat nemalé prémie. Ztrouchnivělý strop nad chlévem to nesnesl - a milý bratr se propadl stropem do chléva."
535,"Podíváme-li se na to objektivně, zjistíme, jak nové předpisy odpovídají potřebám moderního hospodářství. Technicko-provozní rada probrala hlavní návrhy na změny v provozu. Celé odpoledne bylo věnováno diskusi."
536,"Závazky za IV. kvartál splníme. Přejete-li si to opravdu, rádi se k vám vrátíme. Smlouvu uzavřeme, zkrátíte-li tři dodací termíny. Postavíte-li se novému vývoji věcí na odpor, budete překonáni."
537,"Rozhodne-li vedení o nových investicích, přestavbu dohotovíme do konce roku. Na technicko-provozní poradě se hovořilo hlavně o modernizaci celé výrobní linky. Jan přijel z Bratislavy, kde měl dvě pracovní porady."
538,"Dualistická monarchie Rakousko-Uhersko vznikla z bývalého Rakouského císařství. Napomínáte-li nás i za takové malichernosti, zařídíme se podle toho, ale mějte na paměti, abyste vy sami dávali dobrý příklad."
539,"Podaří-li se nám přemluvit celé vedení, nové technicko-ekonomické plány lze realizovat velmi brzy. V létě jsme na stavbě pracovali dvanáct hodin denně, aby se to stihlo. Materiálu bylo na stavbě dost."
540,"Rozhodl jsem se - řekl diplomat později mezi novináři - v zájmu rychlého pokroku v jednání slovní napadení neopětovat. Chcete-li psát s málo chybami, měli byste se - zejména po chybě - co nejlépe soustředit."
541,"Dorazí-li ten přípis do konce tohoto měsíce, ihned zařídíme to potřebné. Polsko-moravské hospodářské vztahy se rozvíjejí velmi dobře - obě strany projevují velký zájem o spolupráci. Přemluvil celý kolektiv."
542,"Zítra budou tento problém projednávat na technicko-ekonomické radě, někdy kolem druhé hodiny. Vyhrajeme-li, hned si koupíme nové auto. Chytal ryby a ulovil - rýmu. Připravuje-li se ke startu, nesmí se nechat rozptýlit."
543,"Celý plán bylo nutné přepracovat - podmínky se od minulého roku zásadně změnily. Bude-li příjemný den, zajedeme si na výlet. Nové slovo v celé této věci bude mít právní oddělení. Výsledky byly opravdu nadmíru dobré."
544,"V přestávce hokejového utkání vysílala televize pěkné záběry z Alma-Aty. V sále bylo - podle odhadu předsedy - sto lidí. Není-li ochoten spokojit se s poměrně skromnými poměry, musí prostě lépe pracovat, aby více vydělal."
545,"Obchodně-technická spolupráce obou stran se v posledním roce poměrně prohloubila. Pozveme-li k jednání i právníky, dosáhneme dobrých podmínek. Ve středu se konala porada - měli jsme projednat plán od prvního bodu."
546,"Plánují-li se předem tak nepochopitelně obrovské ztráty, není samozřejmě problém vykazovat pořád poměrně dobré hospodářské výsledky. Představoval si to takové docela jednoduché - a přece to nakonec dopadlo docela jinak."
547,"Stavební i strojírenské podniky se podílejí na projektech v oblasti dopravní techniky. Rozhodneme-li se pro nový postup, uspořme nemalé prostředky. Celé jednání vedl nový předseda správní rady závodu."
548,"Ostravsko-karvinský revír prodává na burze nové série akcií. Budou-li nám sousedé ochotni pohlídat malou dcerku, rádi se u vás zastavíme. Celníci na rakousko-italských hranicích zabavili v pátek opět velkou zásilku heroinu."
549,"Na poradě se rozhodlo o přídělu materiálu pro moravsko-slezský podnik. Dohotovíme-li přestavbu do konce roku, uspořme hodně prostředky. Středisko přepravy - dopravní podnik zajistil to potřebné pro vývoz do Polska."
550,"Překladatel si koupil tři výborné německo-ruské slovníky, které byly před krátkou dobou vydány. Přidáme-li do kroku, třeba vlak do Moravské Třebové chytíme. Poskytnete-li nám i nyní sousedskou pomoc, bohatě se vám odměníme."
551,"Na školení o nových předpisech se sešlo mnoho lidí. Hlavní vedoucí oddělení podepsal novou smlouvu o spolupráci s brněnskou stavební školou. Přešetřujeme-li všechny okolnosti, zjistíme celou pravdu. Bylo to dobré rozhodnutí."
552,"Ze snímku na nástěnce nebylo téměř nic k rozeznání. Připravil přepracovaný návrh rozsáhlých zemědělsko-lesnických opatření. Prošetřovali především, měl-li někdo ve středu a v pátek po šesté hodině přístup na pracoviště."
553,"Ve škole bylo mnoho šikovných studentek, které se připravovaly na přijímací řízení. Na konci šesté hodiny odešla ke svému domu, kde ji Míša netrpělivě vítala. Nové plošné spoje se doposud nepovedlo zcela vyřešit."
554,Naštěstí i těch ztracených šedesát korun opět našel - sám je nechal v šatně v kapse nového pláště do deště. Dokonce mu i nabízeli roli Vaška v Prodané nevěstě. Záměrně se vyhýbá hovoru o dodavatelsko-odběratelských vztazích.
555,"Šimon přinesl ze školy nový rozvrh hodin, kde se změnil rozpis některých přednášek. Poštou přišly dva dopisy od vedoucího obchodního oddělení. Míša se naštěstí vrátila brzy, připravila oběd a uklidila celý pokoj."
556,"Zlepšil-li se náš Saša trošku ve škole, neznamená to ovšem ještě, že z něho s největší pravděpodobností vyroste typ vědce. Jenom musíme neustále dávat pozor, abychom nezašli příliš daleko a neodradili tím další návštěvníky."
557,"Na stavbě nové školní budovy pracovalo hodně šikovných lidí. V šatně se hromadily staré věci, které nikdo nechtěl odnést. Maruška se na výletě velmi dobře bavila, přišla spokojená. Letošní sklizně byly dobré."
558,Staršina Pospíšil z vyšetřovacího oddílu prošetřoval koncem března minulého roku pokusy o propašování větších zásilek hašiše do naší republiky. Dnešní jednací protokol rozešleme všem přítomným poštou.
559,"Obchod v našem městě nabízel nové košile a jiné oděvní výrobky. Na příštím zasedání se bude projednávat rozšíření městské dopravy. Vyšetřovali celou věc, naštěstí se vše podařilo vysvětlit. Šimon odešel do školy."
560,"Naštěstí měli ve zvyku šetřit příliš rezolutními výrazy. Vyšetřovatel trvá na co nejrychlejším zajištění dalších šesti podezřelých osob. Měli by si takové pošetilé návrhy ušetřit, chtějí-li někam dospět."
561,"Všichni šli na poradu, kde se rozhodovalo o dalším postupu prací na stavbě. Nový vedoucí přistoupil k řešení celé věci velmi obezřetně. Míša si přinesla ze školy krásné hodnocení, které potěšilo celou rodinu."
562,"Soustředíme-li se nyní zejména na řešení bytové výstavby, nesmíme zapomínat ani na sídlištní vybavenost. Zvětšovacím sklem bylo dobře vidět, jak se někdo pokoušel vybroušením zakrýt poškozené místo."
563,"V letošním roce se bude konat velká přestavba celé školní budovy, na které se podílí několik stavebních skupin. Vyšetřovatel pospíšil s protokolem a odešel. Naše vedoucí měla dnes hodně práce ve své kanceláři."
564,"Při výstavbě dálnice bylo třeba urychleně vyřešit další dva technické problémy. Pospíšil-li si, pravděpodobně se sešli někde u bazénu. Míša asi zrovna odešla do Bílé labutě koupit další tři sešity do školy."
565,"Všechny materiály pro šestou poradu byly odevzdány v termínu. Zjistí-li se, jaké pochybení vzniklo na naší straně, nahradíme všechny škody. Šimon se na koncertě skvěle bavil, přišel v dobré náladě. Bylo hezky."
566,"Příslušníci všech ozbrojených sil se opět sešli k oslavám - tentokrát v Praze-Chodově. Ostravsko-karvinský revír nyní řeší jiné problémy. Při hře na lišku šly děti podle šipek, kladených staršími chlapci z oddílu."
567,"V našem městě otevřeli novou školu, kam bylo přijato šedesát dětí. Vedoucí stavebního oddělení přednesl zprávu o bytové výstavbě na sídlišti. Maruška nám připravila dobrou hostinu, všichni jsme si pochvalovali."
568,"Vyřešíte-li i další tři příklady, máte vyznamenání jisté. Vzhledem ke klesajícím světovým zásobám ropy je nutné šetřit také pohonnými hmotami. Potřebovali bychom do našeho oddělení získat dvě nové šikovné písařky."
569,"Míša odešla do šatny pro svoji novou vestu. Všem přítomným oznámili, kdy se příští porada bude konat. Stavba domu se posunula, naštěstí se podařilo zhotovit střechu před příchodem podzimní nepohody. Bylo to skvělé."
570,"Zapřemýšlíme-li si chvíli, třeba se nějaké řešení podaří najít. Opět vše přešetřovali. Odešla do šatny pro věšák. Pospíšíme-li si trochu, chytíme ještě odpolední vlaky do Prešova. Letadlo rychle nabírá výšku."
571,"Příští školní rok přinese nové předměty, na které se všichni připravujeme. Šestice studentek dostala cenu za nejlepší práci. Rozšíříme-li nabídku, oslovíme širší okruh odběratelstva. Obchodní oblast roste."
572,Jaromír Mašek je zkušený pracovník. Děti si vyšly na návrší blízko školy pouštět draky. V letošním školním roce se však vaše výsledky v ruštině přece trošku zlepšily. Jednací protokol rozešleme všem přítomným poštou.
573,"Vedoucí našeho oddělení rozhodl o rozšíření sortimentu, aby nabídka lépe odpovídala potřebám odběratelstva. Na konci školního roku se konala slavnostní akademie. Míša přinesla ze školy šest nových knih o přírodě."
574,"Děti se těšily na prázdniny - měly před sebou posledních šest dní školy. Nepřestane-li pršet, letošní obilí dost rychle pod střechu nedostaneme. Zlepšené vztahy mezi oběma státy se projevily ve zvýšené obchodní výměně."
575,"Prošetřujeme-li všechny okolnosti, musíme být velmi svědomití a poctivý. Na výstavišti se konala přehlídka novinek ze strojírenské a stavební výroby. Naše nová vedoucí se plně zhostila své role, oddělení pracuje lépe."
576,V termínu předali investorovi dokumentaci v šestnácti vyhotoveních. Podal si přihlášku na vysokou školu. Jako šesté vytáhla ze šatníku šedomodré šaty. Přihlášku na to vaše školení jsme odeslali poštou.
577,"Šimon se přihlásil na jazykový kurz, kde se bude zdokonalovat v cizím jazyce. Na šestém zasedání představenstva projednávali nové investice. Naštěstí se vše podařilo vyřešit v termínu, všichni byli spokojeni."
578,"Na rukávě košile měl Jan přišitý látkový emblém svého oddílu. Mušketýr prý vyšel z kdejaké šarvátky vítězně. Máme-li náš výrobní sortiment ještě dále rozšiřovat, musíme nutně přijímat další odborné pracovníky."
579,"Maruška se na školní výstavě drobných prací umístila na prvním místě. Letošní plán školy se podařilo navýšit o nemalé prostředky. Šetřilo se na všem, aby se investice mohla bez prodlení dohotovit v termínu."
580,Elektřinou se šetřilo téměř na všech těchto pracovištích. Na vašem místě bych asi dávno zešedivěl. Tu ošklivou škrábanici v sešitě mu prostě přeškrtl. Na výměnné návštěvě byli v krušovickém pivovaru.
581,"V nové městské škole se konaly slavnostní zápisy dětí do první třídy. Stavební materiál dorazil naštěstí v pořádku a práce na rozšíření haly se rozběhly. Na vašem školení jsme se dozvěděli mnoho nového, bylo to přínosné."
582,Vlak do Košic odjel před šesti minutami. Pan Valášek přišel s krásnou kyticí šeříku. Maruška se bojí myší. Příliš šetrně se ovšem nechová. Na soustředění byli přizváni někteří šermíři. Vaše ceny jsou přemrštěné.
583,"Vedoucí naší stavební skupiny přednesl na konci roku zprávu o hospodaření. Šimon odešel do školy, kde měl připravenou přednášku pro nové studenty. Všechny škody byly naštěstí odstraněny, provoz se obnovil."
584,"Neporuší-li některá ze stran příměří, zvyšuje se naděje na mírové řešení sporu. Lidé sváděli již tři dny obtížný boj s velkým lesním požárem. Dík vaší vynikající pomoci stanovené termíny dokážeme dodržet."
585,"Manžel si pořídil novou knihu o životě na venkově, která ho velmi zaujala. V každém případě je třeba vyšetřit všechny okolnosti toho požáru. Vedoucí oznámil, že se na příštím jednání bude projednávat nový mzdový předpis."
586,"Ve většině zotavoven mohli naši kontroloři konstatovat, že se dodržují přísně požadavky zdravé výživy. Neobdržíme-li však od vašeho podniku do příštího týdne schválenou studii, práce na IV. etapě přestavby se zdrží."
587,"Při vyšetřování požáru se zjistilo, že jeho vznik zavinilo nedodržení platných norem. Manželé si objednali nový kožešinový límec, který přišel poštou. Životní podmínky na venkově se v posledních letech podstatně zlepšily."
588,"Vybral pro manželku pěkný kožich, protože však neměl v peněžence dost peněz, musel platit šekem. Obdržel už druhé vyznamenání ve svém životě, tentokráte u příležitosti životního jubilea. Snažíme se vám vyhovět."
589,"V našem kraji se konala slavnostní přehlídka techniky, která vzbudila velký zájem veřejnosti. Každý rok se na školním hřišti pořádají sportovní hry pro žáky. Manžel přijel ze služební cesty velmi spokojený."
590,"Manžel spadl před třemi týdny ze žebříku, zlámal si přitom tři žebra a naštípl levé zápěstí. Musí se dobře soustředit, jinak by soupeře bodově nepředstihl. Naši subdodavatelé nedodržují smluvní termíny."
591,"Životní prostředí je třeba chránit, proto se v celém kraji zavedly přísné předpisy. Manželé odešli na procházku do parku, kde se posadili na lavici pod starým stromem. Vedoucí požaduje, aby se zprávy odevzdávaly brzy."
592,"Nařídil jim, aby ihned nastoupili do zaměstnání. Udržíme-li nově získané pozice, máme už skoro vyhráno. Rozhodně s ním odmítá hovořit, i kdyby se jí prý veřejně omluvil. Příspěvek pro nedělní přílohu bylo třeba zkrátit."
593,"Na jednání bylo projednáno rozšíření výroby, které by pokrylo rostoucí poptávku na domácím trhu. Požární hlídka zasahovala pohotově, nikdo nebyl zraněn. Život v našem městě se mění, přibývá nových služeb."
594,"Známe překladatele, který plynně hovoří rusky, německy, italsky a řecky. Představenstvo ZD projednávalo říjnový plán výroby. Ten výsledek je ale velmi nepřesný. Voda vařila hodinu, ale maso nechtělo pořádně změknout."
595,"Každý žák si přinesl do školy potřebné materiály pro výtvarnou výchovu. Manželé se rozhodli přestěhovat do nového bytu na kraji města. Životopis je třeba napsat velmi svědomitě, aby udělal na zaměstnavatele dobrý dojem."
596,"Plameny se rychle přenesly do podkroví, snad za třicet vteřin hořela už střecha. Stále ještě postupovali kupředu, ale nohy je přestávaly poslouchat. Předlohu zákona prý schválili v září, minulou středu."
597,"Vyřídil jste to výborně. Hospodaření podniku přineslo novému řediteli významná uznání. Vládě prý nevěří ani trochu, o politiku se přestal zajímat. Bára pookřála, ale pořád nebyla zdravotně zcela v pořádku."
598,"V křoví spatřil drobná zvířátka, která se tam schovávala před dravými ptáky. Vyzařoval z ní optimismus, měla za sebou právě obě přijímací řízení. Prokáže-li ten muž svoji totožnost, necháme ho zase běžet."
599,"V naší škole se konala přehlídka žákovských prací, která měla velký ohlas. Každý den se na staveništi zlepšovaly pracovní podmínky. Manželka si objednala nový kožešinový límec, vypadal opravdu krásně a nádherně."
600,"Křivoklátský žák Kužílek zřejmě zabránil neštěstí na železnici, když okamžitě běžel oznámiti, že poblíž přejezdu leží přes koleje vyvrácený strom. Odřežou ještě kousek téže hliníkové trubky pilkou na železo."
601,"Všechny požadavky na nové vybavení školy byly splněny, životní podmínky se tak opět zlepšily. Manželé odjeli na dovolenou do jižních krajin, kde si od každodenních starostí pěkně oddechli. Na žádost vedoucího jsme připravili novou zprávu."
602,"Situace ve složení výdajových položek byla poněkud složitější, protože se během roku několikrát měnily plány výroby i složení pracovních sil. Doprostřed sálu přitáhli žáci školy rovněž tu velkou žíněnku. Michal měl už od mládí velice rád žitný chléb."
603,"Na jednání se projednávalo rozšíření výrobních kapacit, jelikož poptávka po našich výrobcích stále rostla. Životní prostředí v okolí závodu se podařilo zlepšit díky novým opatřením. Manžel nakonec souhlasil s přestěhováním do menšího bytu na kraji města."
604,"Své pražské jednání právě zahájili odborníci v otázkách životního prostředí. Při stavbě nové sportovní haly použil též alternativní řešení s železobetonovou konstrukcí. Také již školili naše žáky a žákyně pro požární hlídku, která - bude-li nutné - zasáhne."
605,"Životní pojištění si v minulém roce sjednalo velké množství obyvatel. Naše škola uspořádala velkou výstavu žákovských prací, která měla nebývalý ohlas. Každý den se na pracovišti řeší nové záležitosti, ale všichni se snaží pracovat co nejlépe."
